1	0
2	0
3	0
4	0
5	0
6	0
7	14.2857
8	25
9	25
10	25
11	27.2727
12	27.2727
13	30.7692
14	35.7143
15	40
16	43.75
17	47.0588
18	47.0588
19	47.3684
20	50
21	52.381
22	54.5455
23	56.5217
24	56.5217
25	56
26	57.6923
27	57.6923
28	57.1429
29	58.6207
30	58.6207
31	58.0645
32	59.375
33	60.6061
34	61.7647
35	61.7647
36	61.1111
37	62.1622
38	63.1579
39	64.1026
40	64.1026
41	64.1026
42	61.9048
43	62.7907
44	63.6364
45	63.6364
46	63.0435
47	63.8298
48	63.8298
49	63.8298
50	62
51	62
52	62
53	62
54	62
55	58.1818
56	58.9286
57	59.6491
58	59.6491
59	59.6491
60	58.3333
61	59.0164
62	59.6774
63	59.6774
64	59.6774
65	59.6774
66	59.6774
67	56.7164
68	57.3529
69	57.971
70	58.5714
71	59.1549
72	59.1549
73	58.9041
74	59.4595
75	59.4595
76	59.2105
77	59.2105
78	59.2105
79	59.2105
80	57.5
81	58.0247
82	58.0247
83	58.0247
84	58.0247
85	56.4706
86	56.4706
87	56.4706
88	55.6818
89	56.1798
90	56.1798
91	56.044
92	56.5217
93	56.5217
94	56.383
95	56.383
96	56.383
97	55.6701
98	55.6701
99	55.6701
100	55.6701
101	55.6701
102	55.6701
103	55.6701
104	55.6701
105	55.6701
106	55.6701
107	55.6701
108	50.9259
109	51.3761
110	51.3761
111	51.3514
112	51.7857
113	52.2124
114	52.6316
115	53.0435
116	53.0435
117	53.0435
118	52.5424
119	52.9412
120	53.3333
121	53.719
122	54.0984
123	54.4715
124	54.8387
125	54.8387
126	54.8387
127	54.8387
128	53.9062
129	53.9062
130	53.9062
131	53.4351
132	53.4351
133	53.3835
134	53.7313
135	53.7313
136	53.7313
137	53.7313
138	53.7313
139	53.7313
140	53.7313
141	53.7313
142	53.7313
143	53.7313
144	50.6944
145	50.6944
146	50.6849
147	50.6849
148	50.6849
149	50.6849
150	50.6849
151	50.6849
152	50.6849
153	50.6849
154	48.7013
155	48.7013
156	48.7013
157	48.7013
158	48.1013
159	48.1013
160	48.125
161	48.4472
162	48.7654
163	49.0798
164	49.3902
165	49.697
166	50
167	50
168	50
169	50.2959
170	50.5882
171	50.5882
