1	19.2105
2	31.4444
3	33.5
4	27.2778
5	24.5263
6	17.5
7	18.7
8	16.8095
9	21.6818
10	20
11	30.3478
12	13.1818
13	28.3478
14	29.9091
15	35.0952
16	32.6667
17	32.5909
18	29.2083
19	34.5833
20	31.7083
21	29.8636
22	29.5217
23	34.6087
24	35.6522
25	36.9091
26	32.2727
27	16.4545
28	28.5455
29	31.8636
30	33.8095
31	34
32	26.05
33	18.4211
34	19.45
35	30.381
36	11.5909
37	29.2917
38	29.2174
39	33.7083
40	26.8333
41	33.5417
42	25.25
43	15.1304
44	26.4167
45	31
46	11.3846
47	30
48	18.5556
49	35.6154
50	21.0769
51	30.6296
52	20.4815
53	27.6897
54	25.8621
55	17.6897
56	34.0345
57	28.1379
58	31.2963
59	33.52
60	27.6
61	29.92
62	16.5833
63	30.625
64	16.7917
65	30.875
66	21.0833
67	28.96
68	17.8333
69	22.8182
70	32.65
71	34.0909
72	25.4545
73	34.15
74	20.6667
75	30.4545
76	30.2273
77	26
78	24.35
79	34.3684
80	23.8
81	26.15
82	33.4737
83	16.7
84	32.1429
85	19.381
86	31.3684
87	17.8333
88	25.3684
89	31.7222
90	27.0526
91	16.5
92	34.5294
93	16.0556
94	19.3
95	30.25
96	31.3158
97	27.5789
98	25.65
99	18.1
100	14.7368
101	27.7368
102	17.4
103	11.8
104	12.75
105	15.35
106	26.619
107	12.5
108	19.8636
109	19.9545
110	9.85
111	15.2727
112	12
113	21.3913
114	24.56
115	22.5833
116	32.3462
117	32.1481
118	14.6923
119	24.0769
120	33.5926
121	34.75
122	29.2963
123	20.9655
124	22.3103
125	21.3103
126	25
127	31.7857
128	35.7143
129	31.069
130	33.1034
131	18.4286
132	23.1786
133	22.8571
134	17.5357
135	16.1034
136	24.6296
137	27.3077
138	37.8077
139	24
140	27.1667
141	20.3636
142	32.85
143	31.9524
144	28.3
145	24.75
146	31.3333
147	19.05
148	15.1579
149	21.2632
150	19.55
151	14.5263
152	30.3333
153	30.05
154	24.5789
155	20.2778
156	31.5
157	36.25
158	32.2381
159	9.77273
160	31.2857
161	31.7727
162	17.9167
163	14
164	30.5
165	24.04
166	31.88
167	29.0385
168	26.6296
169	26.4444
170	19.2963
171	25.3448
172	27.3333
173	33.5769
174	35.0385
175	34.2
176	33.9231
177	31.2308
178	33.7778
179	36.5185
180	34.8621
181	30.1852
182	12.8462
183	32.1667
184	37.75
185	30.9231
186	35.0714
187	35.4444
188	37.3929
189	33.6071
190	35.1154
191	35.5357
192	34.5926
193	35.9615
194	26.2692
195	34.6296
196	36.2308
197	36.1481
198	34.3929
199	27.4286
200	37.6207
201	36.7586
202	36.2414
203	36.9
204	36.8
205	36.5667
206	37.4333
207	37.871
208	36.4242
209	35.375
210	37.3548
211	37.3333
212	28.8
213	32.9032
214	35.4688
215	35.9688
216	34.9
217	36.8
218	35.3333
219	35.2188
220	37.3226
221	25.1875
222	20.1935
223	38.2759
224	37.2333
225	32.9
226	31.0345
227	37.75
